	WT_126_sn scaled	WT_127n_sn scaled	WT_127c_sn scaled	WT_128n_sn scaled	mct1_128c_sn scaled	mct1_129n_sn scaled	mct1_129c_sn scaled	mct1_130n_sn scaled	sit4_130c_sn scaled	sit4_131_sn scaled	sit4_131c_sn scaled	sit4_132n_sn scaled	mct1sit4_132c_sn scaled	mct1sit4_133n_sn scaled	mct1sit4_133c_sn scaled	mct1sit4_134n_sn scaled
RPO21	5.78141	4.67239	5.02584	5.21904	8.74057	1.19049	1.58116	1.53988	7.4367	16.8987	7.91744	16.9204	8.39174	2.47207	4.82744	1.38476
HFM1	1.10131	2.16585	2.37149	4.4652	1.17931	3.02642	3.08402	4.23682	3.78371	5.37726	5.95475	8.8424	3.47674	18.5812	7.04719	25.3063
ICL2	0.942538	0.841293	1.16206	1.37894	9.48388	19.8547	17.7897	19.103	2.63114	2.24546	2.51189	2.8641	1.95636	5.14714	1.71443	10.3733
YOR262W	4.89388	5.29877	3.92402	6.90482	3.0744	1.86137	2.36506	1.76687	9.74918	21.7758	13.9393	4.36371	5.34761	4.75237	7.16371	2.81907
YGR111W	5.64211	4.10169	4.58165	5.86499	2.78387	2.33206	3.05784	3.34551	7.69969	19.3098	14.0315	6.75052	5.32351	5.31738	6.69131	3.16657
TAF1	8.56035	4.48007	3.88629	4.64298	9.75511	0.839961	0.688332	1.05702	10.3193	18.2123	8.17922	14.3292	9.23935	1.6087	3.32119	0.880564
AZF1	7.29076	4.67732	4.74277	4.59431	5.88529	0.701229	0.916863	1.04769	8.12643	18.0208	7.48179	16.5086	11.4919	2.54118	5.11588	0.857199
GSP1	5.95476	3.87242	4.62016	4.16236	4.07366	2.33138	3.45967	3.37582	7.37759	13.9033	9.46427	12.9957	8.6194	4.4716	8.32937	2.98854
BNA3	1.8426	1.57112	1.68818	1.7311	3.5971	6.94026	6.79069	5.76333	3.95065	4.23729	4.25799	3.6116	3.64368	19.7123	3.88126	26.7808
ARG8	0.49859	0.305721	0.481704	0.419536	8.83018	18.0274	17.6386	16.8238	1.28519	0.737905	1.04342	0.939798	1.62947	13.2777	1.40458	16.6564
PPT2	2.66536	2.99659	3.25632	3.24392	3.61844	7.03241	6.93158	6.48697	5.56296	5.27759	8.57008	9.14899	4.42042	9.0646	5.04035	16.6834
INO80	9.06525	4.20868	3.75459	3.611	6.8999	1.59109	1.2424	1.91368	9.14032	16.0892	7.04762	16.171	11.4128	2.5298	3.47476	1.84801
LYS1	4.18781	2.89264	2.81412	3.19582	8.33481	6.59396	5.48105	7.58893	8.98197	6.62627	7.67107	7.44781	8.62443	8.88575	6.04164	4.63192
CAK1	7.75419	5.08703	3.78168	3.01465	4.4207	1.18794	3.72081	3.19122	9.161	19.3216	13.2351	4.30156	7.54237	5.15389	6.38553	2.74077
YML131W	4.18899	3.95348	4.03187	4.58744	4.9545	3.8049	4.48275	3.54815	9.96546	10.6834	10.0475	8.56332	8.8905	5.78848	9.42141	3.08781
MSR1	1.51398	1.49034	1.6318	1.96859	4.50468	10.6565	10.1742	10.177	2.92718	3.31189	4.49815	4.65666	2.94252	13.9936	3.60208	21.9508
COX6	3.93044	6.61748	6.44269	6.73955	1.31827	2.33228	2.17168	2.21262	11.303	12.1001	14.5839	16.8724	1.75056	3.37418	3.56867	4.68223
CCP1	1.56592	1.45987	1.64868	1.16635	6.68499	10.8907	10.8384	10.6934	5.12882	2.59683	2.48092	3.29376	5.25315	12.7841	2.66046	20.8537
YJR129C	7.13448	4.18109	2.52758	4.13281	2.95519	3.19216	2.79552	4.63886	9.8171	13.5862	11.5461	6.48413	8.32037	7.04402	6.15413	5.49022
ARG7	0.83745	0.544119	0.814192	0.737987	5.3248	11.5645	11.8455	12.3298	1.98718	1.37832	1.83746	1.54289	1.91708	18.5004	2.31014	26.5282
"ARG5,6"	1.1557	0.692428	1.02542	0.985033	5.79546	13.5626	13.605	12.932	2.49089	1.77523	2.51196	2.07749	2.55474	15.7161	2.41052	20.7095
PHO81	6.84344	5.13111	4.38019	6.02512	2.57351	1.16535	1.61273	1.30018	10.3291	18.0906	13.4749	9.21668	5.3194	4.3603	7.76525	2.4122
COQ6	2.2451	2.82341	2.71574	2.99252	4.43546	9.98194	8.46863	8.86015	5.52756	5.64309	6.16611	7.27019	5.81504	9.66724	7.0608	10.327
IXR1	5.19558	5.67298	5.39664	6.12188	6.81318	1.23569	1.27324	1.22291	7.10243	16.6057	7.73286	19.6057	8.3988	2.2183	3.84031	1.56383
UBC5	7.13516	3.00444	4.48829	3.15509	3.46852	1.79227	3.47603	2.38658	9.65385	13.7514	10.6861	6.36401	9.63492	7.26119	9.59997	4.14215
NAP1	5.39593	4.09523	4.98714	5.42401	3.29013	1.63909	3.07276	2.38428	8.89621	15.776	12.6559	7.89458	6.76318	5.5507	7.84955	4.3253
YHB1	5.14907	2.73903	3.63108	2.51401	0.551952	0.692299	0.892725	0.423839	10.5995	6.68993	8.50981	6.08181	5.25681	18.3152	2.77094	25.182
HOR2	3.29263	2.34054	3.53227	2.50399	4.50806	3.234	5.43917	4.30904	6.89606	6.32638	7.78602	5.50228	11.1538	11.0341	14.4368	7.70482
SAP155	6.15405	3.58546	4.93477	5.35775	3.18828	1.70625	3.00779	2.32394	10.1394	17.7065	11.5799	5.96178	7.78638	5.55429	7.93622	3.07717
YLR352W	6.14392	4.21994	4.30759	5.56076	4.0917	1.32837	1.63154	1.56117	10.7842	13.8715	12.1701	8.97237	8.54877	4.44797	8.48322	3.87691
CRC1	1.72588	1.44721	2.83642	1.82836	7.97544	15.6293	15.3618	12.4272	4.10878	2.68928	4.79756	6.13156	4.67906	5.54621	6.22292	6.59307
YMR178W	4.33354	5.43615	4.84541	5.03114	2.67588	1.18727	2.11877	1.58805	8.91819	16.8423	11.6525	6.99511	9.24126	6.05756	9.57739	3.49948
UTP6	7.373	4.77945	2.76261	4.61932	11.4561	2.36713	1.69632	2.23208	9.65228	15.3137	11.047	8.01447	6.456	3.63479	5.93253	2.66326
HSF1	6.18799	5.03144	4.70057	5.76706	5.52968	0.577931	0.675254	1.10862	8.80877	16.4813	7.00561	16.5715	10.6859	3.11259	5.58612	2.16964
YDL177C	3.15412	2.95123	2.83401	3.08194	3.9356	4.08165	3.52596	4.1642	5.93414	5.05729	7.14739	8.93347	5.56723	15.4757	6.70229	17.4538
ARG1	3.72109	3.14214	4.0071	3.46467	4.01046	2.69138	5.18236	3.93505	7.56013	8.0287	8.9618	7.70457	9.74696	9.29331	14.2899	4.26036
FHL1	6.06337	4.22426	4.35597	5.33279	9.25611	2.08097	2.53046	2.28781	8.0578	12.7542	8.37593	15.5022	9.19115	3.00292	4.1088	2.87518
GTF1	2.23874	3.24763	2.93025	3.32992	2.95187	6.5007	5.92093	6.53026	4.15115	5.77288	7.24254	9.07613	4.47945	11.2004	7.2366	17.1906
RLM1	8.74876	4.82257	4.26599	3.93811	5.27977	0.855323	0.947395	0.604744	9.54503	15.2967	7.77915	15.9564	12.9435	2.28823	5.25056	1.47773
CMC1	2.24735	2.9536	3.11759	2.52995	1.6536	2.02686	2.00885	2.10201	6.37306	5.21204	6.20815	6.39162	9.68883	15.9803	10.6399	20.8663
MSC1	3.87527	2.57461	2.67078	2.6812	9.83403	7.23125	7.07373	9.19086	10.6337	5.92764	5.09508	4.64941	9.83929	7.31095	6.04996	5.36222
PUT1	3.30516	4.26699	4.84227	4.33791	4.45004	6.07361	5.09611	7.95813	8.26313	6.54561	9.41875	12.9833	3.92608	6.32888	4.29743	7.90661
IDH2	1.30449	1.0367	1.23926	1.1665	11.1207	16.8306	14.7381	18.5628	2.79188	2.03202	2.76314	2.92392	1.86415	7.56503	1.63496	12.4257
CLP1	7.49137	4.86596	4.61627	5.83237	5.7054	1.48028	1.50183	2.27938	9.93494	19.5231	12.9447	7.79009	7.01599	2.97958	6.03876	0
HIR3	8.46756	3.80313	3.10804	3.76733	6.69736	3.29048	2.36334	9.26675	7.75552	14.0575	6.94016	13.3581	6.7252	3.66506	2.70952	4.02498
NTO1	7.69955	4.27005	3.87906	6.30119	8.99384	1.23443	1.18236	1.57221	9.55444	18.5052	7.7926	12.8081	9.11112	2.33409	3.44715	1.31463
RPB9	6.0042	4.24641	5.29317	6.56639	9.02555	0.918671	2.29493	1.90055	5.80881	15.0012	9.01967	18.7073	7.09028	2.5557	4.84066	0.726539
ARP4	9.32161	4.44267	4.58609	3.84603	8.4351	0.819099	0.865561	0.949401	8.64661	16.0267	7.60787	16.3778	11.3391	2.05306	3.68251	1.00076
SFP1	5.67986	5.03237	5.02357	4.22843	1.80742	0.847728	1.52505	1.66906	8.1511	14.9653	8.96917	11.6439	17.9743	4.00408	6.91136	1.56719
FYV10	6.70848	3.72031	3.68832	5.14619	4.60157	1.7219	2.25516	1.90484	14.6126	10.3064	6.86169	10.3881	12.6433	4.73601	7.42087	3.28432
ƒ	2.18659	3.2789	3.29999	4.49331	3.31587	4.90132	4.22455	9.13708	7.57016	6.77534	6.41939	8.20618	10.9697	6.73728	10.0055	8.47878
TDH2	3.5648	4.31174	4.53236	3.8053	2.91818	2.64051	3.43577	3.40614	7.85176	8.02085	10.3994	9.13403	9.91572	7.56615	13.2412	5.25606
SAF1	4.5044	3.10977	4.13313	4.09103	2.97234	2.08458	3.28411	2.83382	9.09795	9.08122	7.95832	8.39909	17.5405	5.62843	12.1761	3.10516
MCM2	4.05269	4.91336	6.89711	7.45031	3.84595	1.04883	1.3587	1.97559	6.01737	18.977	9.56492	16.2652	6.39836	3.42501	5.5016	2.30803
TUF1	1.19343	0.459677	0.860924	0.69205	7.63182	14.7266	14.7038	11.523	2.10679	1.57931	1.86654	1.42659	2.0819	13.879	1.64397	23.6246
COX13	5.53773	7.71984	6.88436	6.51609	0.809549	1.41321	1.33176	1.05048	13.7636	12.2438	15.356	16.6195	2.46174	2.50956	3.08244	2.70046
PBS2	7.88993	4.33872	4.86353	4.37426	3.86969	2.16522	3.361	2.06277	8.45137	20.3891	13.2553	4.58927	6.72176	4.31913	6.7856	2.56341
FAA2	4.83134	3.2282	2.90648	3.56356	10.1611	10.4741	6.84739	8.69682	10.9997	7.38658	6.75458	6.43797	6.10182	5.16688	3.48181	2.96165
GDH2	4.17326	3.48739	3.65497	4.17815	3.56337	2.07988	3.96744	2.70758	7.5728	10.3238	8.76387	7.00112	10.8803	9.42062	13.2352	4.99032
ARP8	9.52275	3.99856	3.89106	2.84287	6.53192	2.49463	2.20507	3.188	9.56048	14.2059	6.89586	13.1678	12.336	3.16473	3.00629	2.9881
NHP10	7.61919	4.52867	3.9448	5.35694	6.95373	2.0262	1.24838	3.16506	7.36573	18.2047	6.85138	13.8515	8.80941	3.22695	4.98671	1.8606
YLR118C	3.8234	1.0576	2.62219	1.92761	4.18042	5.88501	6.41403	6.22475	5.11128	7.62756	4.74207	2.84128	4.44534	13.7048	5.09916	24.2934
IRC21	4.76575	5.68477	5.30968	5.81126	3.36403	4.2521	3.78904	4.12066	8.45894	16.2534	12.2547	9.39886	3.74963	4.45999	4.63374	3.69353
IDH1	1.39757	1.01196	1.28661	1.17718	11.3438	16.55	14.4363	18.4422	2.80079	2.02349	2.75926	2.86731	1.88176	7.56924	1.69276	12.7597
FMP33	2.93183	4.38031	3.86817	3.6265	1.30856	2.41358	2.6051	2.23182	6.62832	7.3006	8.88357	8.93964	8.28872	12.2762	9.42391	14.8932
ETR1	1.4628	1.69953	2.06148	1.74206	6.47972	11.6343	11.2407	10.7431	2.85811	3.08359	4.42372	4.55766	2.93929	11.8033	3.5454	19.7253
PET112	2.21725	3.1283	2.97471	3.40325	4.13614	7.83112	7.32025	8.32265	4.23965	5.2546	7.01952	8.58863	4.4358	9.57065	6.52244	15.035
MLH3	0.357914	0.274551	0.59824	0.783621	1.06308	8.67186	3.82281	4.27162	0.245546	2.73359	1.27723	0.0474901	1.72153	54.1012	1.77864	18.2511
YBR230W-A	3.15646	3.85076	3.67768	3.56546	3.7966	6.40223	6.45354	6.42367	6.76592	6.39399	7.97478	9.18957	6.72857	7.93356	8.83306	8.85416
SMM1	2.38473	3.44715	4.36796	4.6323	2.41746	3.59426	3.33911	3.1743	3.91523	7.19466	9.39701	10.9951	3.56978	12.6509	9.94925	14.9708
DUG1	3.47787	2.76451	3.86031	3.13507	2.58885	2.44279	3.61327	2.27167	7.20388	6.74834	7.4713	6.68236	8.27844	14.3121	9.02698	16.1222
CAF130	3.76607	4.64866	4.23561	6.52288	1.65325	2.44185	1.64039	2.22779	10.2969	9.24904	8.5624	12.5881	5.95251	6.68792	10.6939	8.83275
ABF1	6.67974	5.24133	5.29584	4.68573	9.43887	1.44777	1.30931	1.45791	7.00696	15.276	7.63081	16.4941	9.2087	2.49685	4.5981	1.73197
CTK2	6.24858	4.37839	3.82585	7.20065	10.129	3.00161	1.82909	2.14236	7.73095	16.5222	12.9936	8.61311	5.33148	2.46694	5.57008	2.0161
MUS81	0.520555	2.10695	2.34325	5.48706	1.82469	3.24556	3.44742	10.4037	2.12586	6.07478	5.26366	8.68263	3.52176	12.4203	26.9858	5.54595
HSP82	3.77342	2.9301	3.8665	4.18974	3.08938	1.3512	2.82059	2.0782	6.87294	8.18162	9.60622	6.58964	11.5106	9.46979	18.157	5.51303
PIH1	8.35255	3.88054	4.50414	5.62444	3.53217	0.99908	2.37685	2.11827	8.26639	20.758	12.3014	5.90452	5.41126	4.2499	8.38448	3.33597
ARO9	5.56621	3.8873	6.10995	4.3855	4.23052	3.09587	5.44925	3.21723	9.84625	11.6114	11.0801	9.48778	4.73274	5.45879	9.4313	2.40982
PKP1	2.41813	3.05876	2.78384	3.04459	3.21011	7.82245	7.41067	6.97179	4.97285	5.11666	7.18323	6.52655	5.31853	11.5489	5.2	17.4129
MCM1	8.60539	5.75323	4.51818	4.62492	5.98571	0.504611	0.383989	0.30621	9.98188	14.8214	7.05413	17.5852	12.2774	1.94199	4.07542	1.58034
HTZ1	7.03211	4.8514	5.24477	4.44996	8.69844	1.93757	1.56297	2.35355	6.79407	14.0843	7.63567	16.8771	9.42712	2.71937	3.61415	2.71742
KGD1	4.35258	3.23247	3.42945	3.2931	2.24187	4.66398	4.23657	4.02971	7.07019	6.07941	8.23683	8.70843	6.02077	12.0326	5.21266	17.1594
UBC13	6.01835	4.26667	5.33976	4.59645	3.72998	2.33849	3.67137	2.59895	8.00385	14.8596	13.9802	5.64161	7.16	5.23592	9.64339	2.91539
GCR1	6.35467	6.02752	4.54921	4.80617	5.98591	2.65999	2.07259	2.8233	6.60821	12.7729	8.50778	17.6151	8.56732	2.72772	4.71675	3.20492
PKP2	2.69468	2.43159	2.78428	2.452	5.53302	8.09006	7.81028	6.22405	5.68247	4.65359	6.15372	5.19831	6.05815	11.8956	4.71883	17.6193
NHP6B	5.37407	7.01771	6.03234	5.3721	3.36116	1.14377	1.49652	1.24655	7.41161	14.4834	9.83514	18.0393	8.85327	2.08428	6.20351	2.0453
RPB3	5.72348	4.91199	6.11439	5.88059	8.03279	1.21785	1.92837	1.64895	6.87989	16.2172	8.14383	16.0753	7.91332	2.4936	5.41933	1.39911
SAC6	8.62003	2.94415	3.72316	3.53085	5.59109	2.10557	3.66582	3.11632	8.94317	15.2992	10.169	4.92315	8.74418	6.41647	8.59505	3.61282
APN1	5.20583	4.89644	4.73607	5.06082	3.53057	1.45126	1.43234	1.67822	6.79093	10.5431	9.41725	14.8125	6.9088	7.77966	7.96993	7.7862
BET4	3.72492	2.91655	4.03563	5.30837	5.9292	4.62557	4.21892	6.7088	9.28232	8.69617	7.74245	7.65904	7.55305	6.84587	10.3039	4.44928
COQ4	2.52318	3.45216	3.2016	3.52061	3.73434	8.36778	7.07383	8.48198	5.52748	6.14832	6.75538	8.02249	6.48439	9.23118	8.23619	9.2391
HXT4	3.64136	3.42198	3.38442	3.76829	6.02232	6.60075	5.90556	8.49958	5.34165	6.11879	10.5676	7.53222	8.05093	5.78777	7.27044	8.08632
SOD1	2.77166	2.75008	3.94916	3.90947	2.96084	4.03036	4.55942	3.70544	6.67228	6.32443	8.48293	6.27698	8.94212	11.3282	15.4555	7.88115
YTA7	6.71718	5.88592	4.08269	6.66848	5.0279	0.75526	0.717451	0.622067	12.9478	11.8589	10.0624	13.5755	9.31511	2.73923	6.90933	2.1148
SOL4	4.11217	3.41354	5.1008	3.49273	3.26413	2.76042	5.10717	3.85806	8.96586	7.99349	9.09451	7.23433	9.5441	8.58686	12.252	5.21978
MET17	0.29494	0.156866	0.336366	0.174651	24.3539	15.8291	29.2176	25.436	0.827922	0.333474	0.365276	0.460367	0.236101	0.591903	0.358178	1.02739
KAR2	4.5377	2.89967	2.95727	3.28619	8.6646	8.02627	6.56538	9.02517	11.9094	6.23029	4.95227	5.10156	7.70381	8.57777	5.0133	4.54931
FES1	4.24205	3.32024	4.82738	4.02297	2.93184	1.76853	2.86175	2.23437	8.2694	8.73529	8.89731	7.91067	12.1254	8.43841	14.3338	5.08054
AIM46	3.40736	4.56977	3.98481	3.94585	1.40602	2.11049	2.16812	2.05569	8.15099	6.73659	7.76945	10.1104	10.2353	9.65791	10.7851	12.9061
COX5A	5.25489	8.15597	7.8077	7.28974	0.55131	0.750041	0.839252	0.65902	12.6094	11.94	14.566	19.4474	2.09992	2.25712	3.08763	2.68462
THI20	5.11816	4.98149	3.74766	4.17376	6.10747	3.56528	2.95534	3.01047	7.78029	10.9096	10.7061	7.6056	7.40652	6.66167	11.221	4.04957
YBP1	6.56091	5.31928	4.25249	7.33322	2.5366	1.27793	1.90172	1.73972	10.0596	18.7835	12.8397	6.45326	7.47191	3.95394	7.01867	2.49762
YCH1	4.96588	5.16329	4.87593	5.76728	3.72479	3.28204	3.55686	3.60982	8.40096	14.8307	11.9793	7.37663	4.83618	5.4376	8.54398	3.64878
SAM4	4.04253	3.18284	4.76212	3.29793	2.85409	2.33042	3.93463	3.14291	7.51528	7.04059	9.61969	7.12555	10.0573	9.30765	16.9671	4.81938
GLO1	3.76227	5.14888	4.59205	5.75451	2.26041	1.62601	3.05986	2.2692	8.54831	11.0681	9.42425	10.3502	9.33575	7.6901	10.6671	4.44293
LEU4	1.07205	0.678549	1.04074	1.08713	5.6849	13.2913	12.3924	12.3194	1.94603	1.84282	2.16342	1.97419	2.05733	16.1645	2.16094	24.1243
SPC98	8.46818	4.05946	3.68966	5.40209	7.33013	2.75514	2.39335	2.79338	9.43735	18.3444	11.3472	5.03652	7.45186	3.34104	5.58135	2.56893
RPB2	5.79746	5.12297	5.21689	6.19799	7.76047	1.86744	2.00755	2.30406	6.99363	15.1306	7.40719	16.0688	7.86187	3.02993	4.98717	2.24588
NTH1	5.24101	5.55091	4.93748	4.93025	3.254	1.73782	2.37825	2.28151	8.85832	13.5227	11.2966	8.38817	7.91287	6.15741	9.79416	3.75849
HER2	2.69341	3.40158	3.35364	3.313	3.95626	7.18603	6.77676	7.38379	4.5211	5.34321	7.59513	8.46255	4.54017	10.1687	6.31223	14.9925
YMC1	3.7718	5.83759	5.35272	5.48144	1.58556	2.37476	2.40939	2.09554	9.15291	8.95605	10.218	13.1786	5.79183	7.12657	9.53482	7.13243
UBP14	4.80206	4.21692	5.14593	4.82937	2.91806	2.29349	3.21421	2.09854	8.19981	11.1476	10.1591	8.89738	9.31701	6.09692	12.4192	4.24441
TGL2	3.13956	4.30858	3.71469	4.31958	2.76686	4.76576	4.31244	4.97758	7.81414	6.97345	7.01008	9.38201	7.61559	9.44794	8.57737	10.8744
COX2	6.21438	8.74208	7.83165	6.72087	0.295786	0.290046	0.339829	0.235807	14.1067	12.0869	14.6585	18.5627	2.42415	2.33898	2.58822	2.56335
IKI1	5.39025	3.69194	3.80209	10.0533	3.74625	1.6638	2.52427	2.93889	8.86063	14.7007	10.4973	12.0882	5.29022	3.90702	7.26036	3.58478
MOT1	7.81666	5.44679	4.8422	4.50017	9.74705	1.90134	1.85146	1.81394	7.35601	15.5678	7.14614	15.2729	9.00859	2.31564	3.76342	1.64993
RRD1	3.87162	4.02524	5.41745	5.32838	4.70018	1.66082	3.96506	3.17727	7.79138	13.6569	9.76067	6.175	7.75183	6.66864	11.743	4.30646
REH1	6.15556	4.56428	5.54731	5.22087	6.17085	1.5988	1.83692	1.82025	6.82114	14.6717	6.85278	14.6074	11.9107	4.24709	5.69095	2.28337
YJR003C	1.99247	1.70053	1.47916	1.87619	5.38938	11.7499	10.5864	10.6221	3.16653	4.65779	3.70352	2.5612	3.15308	13.7709	3.08708	20.5038
AMS1	4.66129	2.93659	3.60149	3.71182	6.76464	4.96066	5.30399	5.7291	6.92976	7.8946	7.55547	7.3544	9.91996	7.21481	9.59537	5.86603
APL6	7.63278	4.99546	5.17448	5.13049	2.73424	1.42177	1.97822	3.34316	9.2805	17.9559	12.9993	5.4767	6.99382	5.02667	6.70089	3.1557
UGA2	3.80637	2.82375	4.00416	3.69754	4.35884	2.45578	4.70604	4.18642	6.14554	7.50564	7.78532	7.12523	10.6038	9.62991	15.5332	5.63246
HSP104	6.01901	2.84514	3.67013	3.27799	3.29659	1.51173	2.84302	1.87067	7.61971	9.89937	8.71235	5.26367	14.5278	9.24581	13.546	5.85104
STR2	5.04027	3.82916	4.71723	4.93528	6.4017	5.24303	8.40467	3.96604	7.28302	10.7552	9.63419	9.12905	5.70101	4.80018	5.78174	4.3782
EAF3	7.69776	5.05667	5.00412	4.65523	10.633	2.20721	1.99202	2.39683	7.67559	16.4116	9.60426	10.8012	6.47336	2.64162	4.36243	2.38715
GPD1	4.0209	2.89366	3.83638	3.81414	8.6565	6.47455	6.11078	8.69419	7.68523	7.22019	7.56485	6.38675	7.76694	6.08115	8.31678	4.47701
ITC1	9.90366	4.91162	4.5221	4.40437	7.11522	1.17765	0.983963	2.0246	10.0165	15.1417	6.6494	15.2198	11.5329	1.90904	3.3494	1.13795
LSC2	1.05075	0.614006	0.739922	0.890595	8.64704	18.7438	16.5817	14.6594	1.96058	1.4097	1.5532	1.58922	2.03531	10.1524	1.3667	18.0057
TTI1	7.7798	6.34049	5.03233	5.38091	2.55341	1.91982	1.70283	0.606052	9.77872	21.6241	12.6125	4.42467	7.9588	5.35181	5.20066	1.73313
NFS1	2.94966	4.48849	3.94432	4.24856	4.76802	8.35224	7.74887	8.32933	5.29732	6.4703	9.07633	9.94901	3.39369	6.50977	4.92458	9.54953
ERO1	4.59109	5.02648	4.84312	4.48423	5.41413	4.39734	4.16153	5.17391	13.942	9.5673	6.86688	6.90621	9.22243	6.80898	5.62454	2.96987
ALD5	2.08343	1.6051	1.91736	1.82105	8.63062	14.2902	12.4465	14.258	3.47579	2.94725	4.13907	4.03146	2.21382	9.63462	2.1399	14.3659
YKR018C	7.45901	4.30825	4.49404	5.0828	3.03541	1.76014	2.61931	2.44095	10.919	13.7888	10.0412	7.18503	9.78204	5.37417	8.90101	2.80881
NMD4	3.34609	5.77233	5.42275	7.1954	1.40313	2.58516	2.12872	3.77076	7.7097	9.19676	10.3113	15.3926	4.21271	6.45135	8.25945	6.84187
GLO4	1.16383	1.89794	1.98581	1.97472	3.92823	8.88085	8.58606	8.17566	2.42094	2.90085	4.07277	4.34081	2.84923	15.7932	4.15553	26.8736
BCH2	1.43757	2.90294	8.00667	10.4282	1.59034	0.79761	2.35744	1.60909	5.03627	14.5414	9.62384	15.3404	4.64131	2.30686	11.0109	8.36923
YDR336W	3.54771	3.76747	3.69128	4.46516	4.27071	8.54724	7.80406	9.29955	9.57319	5.89282	7.74143	7.04794	3.86678	7.31864	3.64116	9.52484
AI3	2.33298	3.67336	3.55022	3.03702	1.84394	3.81822	3.52522	3.70594	5.23417	4.65203	7.20108	7.53346	7.30047	12.1635	6.80994	23.6185
YER152C	3.78833	3.67305	4.63917	3.90185	2.49846	1.728	2.85405	2.61496	6.78509	8.19108	8.91887	7.3678	11.7983	10.9606	14.3874	5.89299
SPP1	8.28103	5.2298	4.90622	4.9308	10.7121	2.08092	2.92376	3.15527	7.15168	15.5961	7.04082	15.7486	5.54628	1.85215	3.59214	1.25226
PUS9	2.64862	2.06459	2.15437	3.12081	5.68433	10.0962	9.52159	9.84116	5.12125	3.75855	5.54916	5.04012	3.71543	14.678	3.06841	13.9374
CSE1	11.9574	3.47251	4.30699	1.8464	4.08767	0.91149	2.12704	0.442636	16.7476	13.1911	9.31481	2.80427	18.9018	3.73045	3.92048	2.23743
AGX1	2.36038	4.3045	5.21618	5.04719	0.951799	1.82836	1.73914	1.45991	4.44493	7.52986	9.98144	11.0068	3.4313	13.4382	6.66188	20.5981
GRE3	3.80675	3.39823	4.68872	4.23803	3.02964	3.01453	4.37631	3.3709	7.17644	8.00057	8.55713	7.65777	8.67325	9.36433	12.3145	8.3329
NCA3	2.86723	2.15294	2.02023	2.79364	5.93307	5.52617	5.1554	8.13595	6.13557	4.72959	4.17754	4.09245	10.4881	16.0125	8.4727	11.307
OAR1	2.13783	2.26757	2.29271	2.60038	6.50936	11.8898	11.1726	12.5273	3.63274	3.40471	5.12748	5.92428	4.30781	7.53914	5.02028	13.6461
PDH1	1.00946	0.770608	1.02459	0.944424	13.8767	22.9122	21.1264	21.4877	1.44465	1.39747	2.19652	2.25236	1.28903	2.46591	1.30457	4.49732
CAR1	7.12412	4.19886	6.35299	3.85422	3.16312	1.41745	3.96791	1.27037	11.1407	11.9386	10.8167	7.89056	10.1581	5.10149	8.48792	3.11685
NCS6	7.46083	5.10796	5.5158	4.98749	3.64421	1.71839	2.29555	2.26831	10.072	12.1883	10.1996	12.225	8.91999	4.32982	6.78736	2.2793
GID8	6.82177	3.87275	4.15216	5.19882	5.46574	1.79065	2.81074	2.18397	12.7736	9.51939	7.2839	9.21773	10.5383	5.84839	9.08071	3.44135
ASN1	4.01139	3.48377	4.90421	5.11843	2.47262	1.74582	3.14734	2.57735	7.44508	8.53245	8.7435	9.18057	9.11551	8.95317	15.6986	4.87018
VID28	4.68351	4.4534	4.90272	8.82326	4.08169	1.7201	1.79926	1.59424	10.7009	13.1555	8.32851	12.0504	9.8408	3.71285	7.4617	2.69115
SHE4	6.02773	4.02962	3.82572	5.40743	4.75	4.42927	5.63751	5.02578	6.13888	14.9289	9.98335	6.2436	5.38716	5.8676	7.19538	5.12206
SWI4	6.56824	6.26925	6.13199	5.61494	8.08856	0.933659	1.06973	1.15091	7.97673	14.5716	10.0717	14.9078	8.11347	1.93655	5.20632	1.38855
CTP1	4.3787	6.27526	6.03571	6.24909	3.03053	3.09741	3.14535	3.36739	9.60147	9.282	11.1515	14.287	4.07079	4.47532	6.59433	4.9581
AEP1	2.77376	2.67701	3.24012	3.50411	4.09045	7.88576	7.36355	7.80269	5.07297	4.94896	6.27761	7.25963	5.26958	9.88909	7.22139	14.7233
YSA1	4.11995	2.92914	3.94162	3.29961	4.23819	4.97237	6.18318	4.23645	5.80224	9.48229	7.81643	4.50464	6.58636	11.1269	7.4156	13.345
RPB4	6.21525	4.73502	5.93734	4.72097	10.1883	1.79588	2.06638	2.17147	6.98258	14.2723	6.75288	13.6418	9.45205	3.03841	5.78732	2.24195
NDE2	2.63831	3.41741	3.60403	3.11897	3.61328	6.22576	6.69399	5.36549	6.55147	5.77776	6.16891	6.13069	9.7756	8.86206	7.44024	14.616
COX1	5.97742	9.2796	7.75402	7.34891	0.203392	0.198002	0.22542	0.16088	13.5771	12.1364	14.332	18.4334	2.54342	2.24534	3.30502	2.27976
FAP1	6.91145	4.3717	6.16767	4.30315	7.42089	2.34508	2.60886	3.35875	4.87301	12.6744	8.67141	15.667	8.11888	3.07624	6.89812	2.53343
CAP1	4.86706	3.19847	4.7265	4.31032	6.70794	3.33206	5.40043	4.96976	6.28556	11.6177	9.14582	5.83064	7.9749	7.85027	9.44228	4.34027
